objid,bsid,did,nseq,rssi,time_ux,bs_lat,bs_lng
57c1648dcf554f465a288612,3565,476185.0,2.0,-136.0,1472291981000.0,39.9040824664,-105.07782543
57c1648dcf554f465a288612,3569,476185.0,2.0,-134.0,1472291981000.0,39.8887249889,-105.080291033
57c1648dcf554f465a288612,8470,476185.0,1.0,-130.5,1472291981000.0,39.8387400544,-105.085159501
57c1648dcf554f465a288612,8509,476185.0,0.0,-140.0,1472291981000.0,39.8127198926,-105.06903626
57c1655de541cd77a069cefd,1878,476609.0,1.0,-130.33333333299998,1472292189000.0,39.803794978,-105.07208998899999
57c1655de541cd77a069cefd,2617,476609.0,2.0,-141.0,1472292189000.0,39.7799081609,-105.06247933799999
57c1655de541cd77a069cefd,3556,476609.0,1.0,-122.666666667,1472292189000.0,39.7806581352,-105.05367626799999
57c1655de541cd77a069cefd,3562,476609.0,1.0,-123.333333333,1472292189000.0,39.7977059038,-105.06023374899999
57c16bb612f1434591803406,1878,476609.0,1.0,-134.0,1472293814000.0,39.803794978,-105.07208998899999
57c16bb612f1434591803406,2617,476609.0,1.0,-143.66666666700002,1472293814000.0,39.7799081609,-105.06247933799999
57c16bb612f1434591803406,3556,476609.0,1.0,-121.0,1472293814000.0,39.7806581352,-105.05367626799999
57c16bb612f1434591803406,4058,476609.0,2.0,-128.0,1472293814000.0,39.7832105294,-105.088746775
57c16bb612f1434591803406,10162,476609.0,1.0,-133.5,1472293814000.0,64.3,-68.5
57c17b6ce541cd77a0798ce9,1994,476185.0,1.0,-123.666666667,1472297836000.0,39.8181435025,-105.047564818
57c17b6ce541cd77a0798ce9,2189,476185.0,1.5,-113.5,1472297836000.0,39.8176539435,-105.050983775
57c17b6ce541cd77a0798ce9,4064,476185.0,2.0,-135.0,1472297836000.0,39.9949158653,-105.12260793700001
57c17d14e541cd77a07aa92e,1878,476609.0,1.0,-130.0,1472298260000.0,39.803794978,-105.07208998899999
57c17d14e541cd77a07aa92e,3556,476609.0,0.5,-119.0,1472298260000.0,39.7806581352,-105.05367626799999
57c17d14e541cd77a07aa92e,3562,476609.0,0.5,-130.0,1472298260000.0,39.7977059038,-105.06023374899999
57c17d14e541cd77a07aa92e,10162,476609.0,1.0,-132.0,1472298260000.0,64.3,-68.5
57c17ddde541cd77a07b3878,1594,476185.0,1.5,-136.0,1472298461000.0,64.3,-68.5
57c17ddde541cd77a07b3878,1878,476185.0,1.5,-118.5,1472298461000.0,39.803794978,-105.07208998899999
57c17ddde541cd77a07b3878,1988,476185.0,1.5,-135.5,1472298461000.0,39.926397002600005,-105.084103021
57c17ddde541cd77a07b3878,1994,476185.0,1.5,-139.0,1472298461000.0,39.8181435025,-105.047564818
57c17ddde541cd77a07b3878,2189,476185.0,1.0,-117.666666667,1472298461000.0,39.8176539435,-105.050983775
57c17ddde541cd77a07b3878,2617,476185.0,1.5,-140.0,1472298461000.0,39.7799081609,-105.06247933799999
57c17ddde541cd77a07b3878,2768,476185.0,1.5,-137.5,1472298461000.0,39.9202412223,-105.036847739
57c17ddde541cd77a07b3878,3412,476185.0,1.5,-130.0,1472298461000.0,39.8241946127,-104.998428692
57c17ddde541cd77a07b3878,3538,476185.0,1.0,-111.666666667,1472298461000.0,39.8216715273,-105.023146494
57c17ddde541cd77a07b3878,3556,476185.0,1.0,-136.0,1472298461000.0,39.7806581352,-105.05367626799999
57c17ddde541cd77a07b3878,3558,476185.0,2.0,-135.0,1472298461000.0,39.8100546588,-105.010413445
57c17ddde541cd77a07b3878,3559,476185.0,1.0,-131.66666666700002,1472298461000.0,39.800078838699996,-104.999947283
57c17ddde541cd77a07b3878,3562,476185.0,1.5,-121.0,1472298461000.0,39.7977059038,-105.06023374899999
57c17ddde541cd77a07b3878,4058,476185.0,1.5,-120.0,1472298461000.0,39.7832105294,-105.088746775
57c17ddde541cd77a07b3878,4157,476185.0,2.0,-135.0,1472298461000.0,39.8054198019,-105.040942297
57c17ddde541cd77a07b3878,7456,476185.0,1.0,-116.0,1472298461000.0,39.7821125865,-105.072700822
57c17ddde541cd77a07b3878,8446,476185.0,1.0,-126.333333333,1472298461000.0,39.8056964255,-105.056208144
57c17ddde541cd77a07b3878,8470,476185.0,1.5,-136.0,1472298461000.0,39.8387400544,-105.085159501
57c17ddde541cd77a07b3878,8475,476185.0,1.0,-128.0,1472298461000.0,39.811782105,-105.02632891100001
57c17ddde541cd77a07b3878,10162,476185.0,1.0,-132.0,1472298461000.0,64.3,-68.5
57c19da2cf554f465a4f2fed,1994,476185.0,1.0,-138.0,1472306594000.0,39.8181435025,-105.047564818
57c19da2cf554f465a4f2fed,2189,476185.0,1.0,-114.0,1472306594000.0,39.8176539435,-105.050983775
57c19da2cf554f465a4f2fed,2790,476185.0,0.5,-127.0,1472306594000.0,39.8426017467,-105.090761589
57c19da2cf554f465a4f2fed,3357,476185.0,1.0,-134.33333333299998,1472306594000.0,39.8534180447,-104.985877334
57c19da2cf554f465a4f2fed,3412,476185.0,0.5,-125.0,1472306594000.0,39.8241946127,-104.998428692
57c19da2cf554f465a4f2fed,3538,476185.0,1.0,-126.666666667,1472306594000.0,39.8216715273,-105.023146494
57c19da2cf554f465a4f2fed,3545,476185.0,1.0,-134.0,1472306594000.0,39.8719024671,-105.058841789
57c19da2cf554f465a4f2fed,8470,476185.0,1.0,-135.0,1472306594000.0,39.8387400544,-105.085159501
57c1acbe12f1434591ab33a2,1859,476315.0,2.0,-111.0,1472310462000.0,39.7048869498,-105.01639226700001
57c1acbe12f1434591ab33a2,3581,476315.0,1.0,-125.0,1472310462000.0,39.7181196801,-105.066747888
57c1acbe12f1434591ab33a2,4078,476315.0,1.0,-139.0,1472310462000.0,39.7163169164,-105.13254993299999
57c1acbe12f1434591ab33a2,8364,476315.0,1.0,-130.0,1472310462000.0,39.706435544899996,-105.09932301
57c1acbe12f1434591ab33a2,8370,476315.0,0.0,-128.0,1472310462000.0,39.706435544899996,-105.09932301
57c1ad3d12f1434591ab79f6,2189,476521.0,1.0,-123.333333333,1472310589000.0,39.8176539435,-105.050983775
57c1ad3d12f1434591ab79f6,3562,476521.0,0.5,-129.0,1472310589000.0,39.7977059038,-105.06023374899999
57c1ad3d12f1434591ab79f6,4157,476521.0,1.0,-120.333333333,1472310589000.0,39.8054198019,-105.040942297
57c1ad3d12f1434591ab79f6,8446,476521.0,1.0,-131.5,1472310589000.0,39.8056964255,-105.056208144
57c1b589e541cd77a09f986c,2189,476521.0,0.5,-125.0,1472312713000.0,39.8176539435,-105.050983775
57c1b589e541cd77a09f986c,3562,476521.0,1.0,-123.0,1472312713000.0,39.7977059038,-105.06023374899999
57c1b589e541cd77a09f986c,4157,476521.0,0.5,-125.0,1472312713000.0,39.8054198019,-105.040942297
57c1b589e541cd77a09f986c,8446,476521.0,1.0,-130.0,1472312713000.0,39.8056964255,-105.056208144
57c1b9e9e541cd77a0a25c2d,1086,476315.0,1.5,-141.0,1472313833000.0,39.9739948915,-104.891716745
57c1b9e9e541cd77a0a25c2d,1264,476315.0,1.5,-136.0,1472313833000.0,39.7471392104,-105.085312503
57c1b9e9e541cd77a0a25c2d,1859,476315.0,1.0,-98.6666666667,1472313833000.0,39.7048869498,-105.01639226700001
57c1b9e9e541cd77a0a25c2d,1872,476315.0,1.0,-133.0,1472313833000.0,39.823856259,-105.239120142
57c1b9e9e541cd77a0a25c2d,1878,476315.0,1.5,-133.5,1472313833000.0,39.803794978,-105.07208998899999
57c1b9e9e541cd77a0a25c2d,1988,476315.0,2.0,-138.0,1472313833000.0,39.926397002600005,-105.084103021
57c1b9e9e541cd77a0a25c2d,2605,476315.0,1.0,-127.0,1472313833000.0,39.6127445823,-105.008826579
57c1b9e9e541cd77a0a25c2d,2617,476315.0,1.5,-141.5,1472313833000.0,39.7799081609,-105.06247933799999
57c1b9e9e541cd77a0a25c2d,2784,476315.0,1.5,-122.5,1472313833000.0,39.7281854331,-105.042323764
57c1b9e9e541cd77a0a25c2d,2790,476315.0,1.0,-132.0,1472313833000.0,39.8426017467,-105.090761589
57c1b9e9e541cd77a0a25c2d,2799,476315.0,1.0,-131.33333333299998,1472313833000.0,39.7530526327,-104.94102169899999
57c1b9e9e541cd77a0a25c2d,2831,476315.0,2.0,-130.0,1472313833000.0,39.607432184400004,-104.835527951
57c1b9e9e541cd77a0a25c2d,2841,476315.0,1.0,-132.33333333299998,1472313833000.0,39.6177937615,-104.954917061
57c1b9e9e541cd77a0a25c2d,2846,476315.0,1.5,-134.5,1472313833000.0,39.666187571,-105.077529959
57c1b9e9e541cd77a0a25c2d,2999,476315.0,1.0,-127.0,1472313833000.0,39.793585076999996,-105.01825064
57c1b9e9e541cd77a0a25c2d,3025,476315.0,1.0,-120.333333333,1472313833000.0,39.654681879099996,-105.04368528299999
57c1b9e9e541cd77a0a25c2d,3256,476315.0,1.0,-134.33333333299998,1472313833000.0,39.864167432100004,-104.919153306
57c1b9e9e541cd77a0a25c2d,3378,476315.0,1.0,-134.0,1472313833000.0,39.7151104414,-105.05924962200001
57c1b9e9e541cd77a0a25c2d,3386,476315.0,1.5,-129.5,1472313833000.0,39.8105085102,-105.151310853
57c1b9e9e541cd77a0a25c2d,3403,476315.0,1.0,-135.0,1472313833000.0,39.8079156368,-105.09785877799999
57c1b9e9e541cd77a0a25c2d,3410,476315.0,1.0,-126.0,1472313833000.0,39.7776897533,-105.00242432600001
57c1b9e9e541cd77a0a25c2d,3526,476315.0,1.0,-131.5,1472313833000.0,39.6772510308,-104.952720509
57c1b9e9e541cd77a0a25c2d,3547,476315.0,1.0,-111.666666667,1472313833000.0,39.692975919,-105.044371274
57c1b9e9e541cd77a0a25c2d,3548,476315.0,1.5,-123.5,1472313833000.0,39.7448482036,-105.01004810200001
57c1b9e9e541cd77a0a25c2d,3556,476315.0,0.5,-127.0,1472313833000.0,39.7806581352,-105.05367626799999
57c1b9e9e541cd77a0a25c2d,3562,476315.0,1.5,-133.0,1472313833000.0,39.7977059038,-105.06023374899999
57c1b9e9e541cd77a0a25c2d,3563,476315.0,1.5,-130.0,1472313833000.0,39.8167547068,-105.17152169
57c1b9e9e541cd77a0a25c2d,3570,476315.0,0.0,-133.0,1472313833000.0,39.7578896588,-105.119324332
57c1b9e9e541cd77a0a25c2d,3578,476315.0,1.0,-132.66666666700002,1472313833000.0,39.7286509462,-105.163031574
57c1b9e9e541cd77a0a25c2d,3579,476315.0,1.0,-123.0,1472313833000.0,39.7550193847,-105.043314763
57c1b9e9e541cd77a0a25c2d,3581,476315.0,1.0,-129.66666666700002,1472313833000.0,39.7181196801,-105.066747888
57c1b9e9e541cd77a0a25c2d,3846,476315.0,1.0,-125.666666667,1472313833000.0,39.7537185228,-104.998667795
57c1b9e9e541cd77a0a25c2d,4056,476315.0,0.0,-133.0,1472313833000.0,39.7719150146,-105.00941593600001
57c1b9e9e541cd77a0a25c2d,4059,476315.0,1.0,-132.0,1472313833000.0,39.7567635889,-105.02487017899999
57c1b9e9e541cd77a0a25c2d,4078,476315.0,0.0,-139.0,1472313833000.0,39.7163169164,-105.13254993299999
57c1b9e9e541cd77a0a25c2d,4147,476315.0,1.0,-129.0,1472313833000.0,39.665430287,-105.111884525
57c1b9e9e541cd77a0a25c2d,4993,476315.0,1.5,-130.5,1472313833000.0,64.3,-68.5
57c1b9e9e541cd77a0a25c2d,7382,476315.0,2.0,-134.0,1472313833000.0,39.7435206571,-105.00091687
57c1b9e9e541cd77a0a25c2d,8082,476315.0,1.0,-139.0,1472313833000.0,39.495224589,-105.053108525
57c1b9e9e541cd77a0a25c2d,8351,476315.0,0.0,-131.0,1472313833000.0,39.730086522600004,-104.919390566
57c1b9e9e541cd77a0a25c2d,8355,476315.0,2.0,-126.0,1472313833000.0,64.3,-68.5
57c1b9e9e541cd77a0a25c2d,8356,476315.0,1.0,-132.0,1472313833000.0,39.757033524499995,-104.976126764
57c1b9e9e541cd77a0a25c2d,8364,476315.0,1.0,-124.0,1472313833000.0,39.706435544899996,-105.09932301
57c1b9e9e541cd77a0a25c2d,8370,476315.0,1.0,-121.0,1472313833000.0,39.706435544899996,-105.09932301
57c1b9e9e541cd77a0a25c2d,8451,476315.0,1.0,-135.33333333299998,1472313833000.0,64.3,-68.5
57c1b9e9e541cd77a0a25c2d,8452,476315.0,1.0,-137.0,1472313833000.0,39.748725342,-105.21104149
57c1b9e9e541cd77a0a25c2d,8471,476315.0,1.5,-137.0,1472313833000.0,39.7184010973,-105.176031455
57c1b9e9e541cd77a0a25c2d,8474,476315.0,1.5,-128.0,1472313833000.0,39.7320448643,-104.973650831
57c1b9e9e541cd77a0a25c2d,8560,476315.0,1.0,-131.5,1472313833000.0,64.3,-68.5
57c1b9e9e541cd77a0a25c2d,10151,476315.0,2.0,-136.0,1472313833000.0,64.3,-68.5
57c1b9e9e541cd77a0a25c2d,10162,476315.0,1.5,-130.5,1472313833000.0,64.3,-68.5
57c1b9e9e541cd77a0a25c2d,11007,476315.0,1.0,-130.66666666700002,1472313833000.0,64.3,-68.5
57c1bc2d12f1434591b53c02,1859,476315.0,1.0,-119.0,1472314413000.0,39.7048869498,-105.01639226700001
57c1bc2d12f1434591b53c02,2605,476315.0,2.0,-135.0,1472314413000.0,39.6127445823,-105.008826579
57c1bc2d12f1434591b53c02,3025,476315.0,1.0,-130.0,1472314413000.0,39.654681879099996,-105.04368528299999
57c1bc2d12f1434591b53c02,3571,476315.0,0.5,-137.5,1472314413000.0,39.6818757753,-104.986868354
57c1bc2d12f1434591b53c02,8451,476315.0,1.0,-132.0,1472314413000.0,64.3,-68.5
57c1cce0cf554f465a6d887c,1878,476327.0,1.5,-117.0,1472318688000.0,39.803794978,-105.07208998899999
57c1cce0cf554f465a6d887c,4058,476327.0,2.0,-103.0,1472318688000.0,39.7832105294,-105.088746775
57c1d45f12f1434591c4ec0e,2831,476327.0,1.0,-114.0,1472320607000.0,39.607432184400004,-104.835527951
57c1d6cecf554f465a73d647,2831,476327.0,1.0,-117.333333333,1472321230000.0,39.607432184400004,-104.835527951
57c1d6cecf554f465a73d647,3527,476327.0,1.0,-115.333333333,1472321230000.0,39.5752054873,-104.855070846
57c2d97012f14345916668b8,2775,476315.0,1.0,-98.6666666667,1472387440000.0,39.4488447381,-104.92123885
57c2dc4bcf554f465a14e65b,1859,476315.0,0.5,-122.0,1472388171000.0,39.7048869498,-105.01639226700001
57c2de7bcf554f465a1649f0,1859,476315.0,1.0,-101.666666667,1472388731000.0,39.7048869498,-105.01639226700001
57c2de7bcf554f465a1649f0,1988,476315.0,1.0,-134.0,1472388731000.0,39.926397002600005,-105.084103021
57c2de7bcf554f465a1649f0,2189,476315.0,1.0,-131.0,1472388731000.0,39.8176539435,-105.050983775
57c2de7bcf554f465a1649f0,2731,476315.0,0.0,-126.0,1472388731000.0,39.7814639251,-105.040763432
57c2de7bcf554f465a1649f0,2784,476315.0,1.0,-119.0,1472388731000.0,39.7281854331,-105.042323764
57c2de7bcf554f465a1649f0,2799,476315.0,1.0,-123.5,1472388731000.0,39.7530526327,-104.94102169899999
57c2de7bcf554f465a1649f0,3529,476315.0,0.5,-122.0,1472388731000.0,39.7553902903,-105.05640614100001
57c2de7bcf554f465a1649f0,3548,476315.0,2.0,-128.0,1472388731000.0,39.7448482036,-105.01004810200001
57c2de7bcf554f465a1649f0,3556,476315.0,2.0,-128.0,1472388731000.0,39.7806581352,-105.05367626799999
57c2de7bcf554f465a1649f0,3562,476315.0,0.5,-130.0,1472388731000.0,39.7977059038,-105.06023374899999
57c2de7bcf554f465a1649f0,3565,476315.0,1.0,-136.5,1472388731000.0,39.9040824664,-105.07782543
57c2de7bcf554f465a1649f0,3578,476315.0,0.0,-135.0,1472388731000.0,39.7286509462,-105.163031574
57c2de7bcf554f465a1649f0,3579,476315.0,1.0,-125.0,1472388731000.0,39.7550193847,-105.043314763
57c2de7bcf554f465a1649f0,3581,476315.0,0.0,-133.0,1472388731000.0,39.7181196801,-105.066747888
57c2de7bcf554f465a1649f0,3846,476315.0,1.5,-129.0,1472388731000.0,39.7537185228,-104.998667795
57c2de7bcf554f465a1649f0,4064,476315.0,0.5,-135.5,1472388731000.0,39.9949158653,-105.12260793700001
57c2de7bcf554f465a1649f0,4092,476315.0,0.5,-137.0,1472388731000.0,39.7745920838,-105.236876849
57c2de7bcf554f465a1649f0,7382,476315.0,2.0,-134.0,1472388731000.0,39.7435206571,-105.00091687
57c2de7bcf554f465a1649f0,8356,476315.0,1.5,-128.5,1472388731000.0,39.757033524499995,-104.976126764
57c2de7bcf554f465a1649f0,8437,476315.0,0.0,-133.0,1472388731000.0,39.7594613083,-105.074287246
57c2de7bcf554f465a1649f0,8446,476315.0,0.5,-132.5,1472388731000.0,39.8056964255,-105.056208144
57c2de7bcf554f465a1649f0,8474,476315.0,1.5,-130.0,1472388731000.0,39.7320448643,-104.973650831
57c2de7bcf554f465a1649f0,10151,476315.0,0.0,-133.0,1472388731000.0,64.3,-68.5
57c308a3e541cd77a072408a,1594,476315.0,2.0,-111.0,1472399523000.0,64.3,-68.5
57c308a3e541cd77a072408a,2784,476315.0,2.0,-119.0,1472399523000.0,39.7281854331,-105.042323764
57c308a3e541cd77a072408a,3548,476315.0,2.0,-127.0,1472399523000.0,39.7448482036,-105.01004810200001
57c308a3e541cd77a072408a,3556,476315.0,2.0,-125.0,1472399523000.0,39.7806581352,-105.05367626799999
57c308a3e541cd77a072408a,3565,476315.0,2.0,-136.0,1472399523000.0,39.9040824664,-105.07782543
57c308a3e541cd77a072408a,3579,476315.0,2.0,-109.0,1472399523000.0,39.7550193847,-105.043314763
57c308a3e541cd77a072408a,4059,476315.0,2.0,-125.0,1472399523000.0,39.7567635889,-105.02487017899999
57c308a3e541cd77a072408a,10162,476315.0,2.0,-124.0,1472399523000.0,64.3,-68.5
57c308a3e541cd77a072408a,11007,476315.0,2.0,-129.0,1472399523000.0,64.3,-68.5
57c30d96cf554f465a33cf87,1594,476315.0,0.0,-129.0,1472400790000.0,64.3,-68.5
57c30d96cf554f465a33cf87,1878,476315.0,0.0,-121.0,1472400790000.0,39.803794978,-105.07208998899999
57c30d96cf554f465a33cf87,2617,476315.0,1.0,-128.0,1472400790000.0,39.7799081609,-105.06247933799999
57c30d96cf554f465a33cf87,3410,476315.0,2.0,-129.0,1472400790000.0,39.7776897533,-105.00242432600001
57c30d96cf554f465a33cf87,3548,476315.0,1.5,-125.0,1472400790000.0,39.7448482036,-105.01004810200001
57c30d96cf554f465a33cf87,3556,476315.0,0.0,-118.0,1472400790000.0,39.7806581352,-105.05367626799999
57c30d96cf554f465a33cf87,4058,476315.0,2.0,-104.0,1472400790000.0,39.7832105294,-105.088746775
57c30d96cf554f465a33cf87,4157,476315.0,2.0,-128.0,1472400790000.0,39.8054198019,-105.040942297
57c30d96cf554f465a33cf87,8446,476315.0,0.0,-125.0,1472400790000.0,39.8056964255,-105.056208144
57c30d96cf554f465a33cf87,10162,476315.0,1.5,-117.5,1472400790000.0,64.3,-68.5
57c30d96cf554f465a33cf87,11007,476315.0,1.0,-120.0,1472400790000.0,64.3,-68.5
57c3101ae541cd77a076fa20,1594,476315.0,2.0,-133.0,1472401434000.0,64.3,-68.5
57c3101ae541cd77a076fa20,1878,476315.0,1.0,-117.666666667,1472401434000.0,39.803794978,-105.07208998899999
57c3101ae541cd77a076fa20,2189,476315.0,1.5,-130.5,1472401434000.0,39.8176539435,-105.050983775
57c3101ae541cd77a076fa20,2617,476315.0,1.0,-137.0,1472401434000.0,39.7799081609,-105.06247933799999
57c3101ae541cd77a076fa20,2731,476315.0,1.0,-101.666666667,1472401434000.0,39.7814639251,-105.040763432
57c3101ae541cd77a076fa20,2790,476315.0,1.5,-134.5,1472401434000.0,39.8426017467,-105.090761589
57c3101ae541cd77a076fa20,2999,476315.0,1.5,-123.5,1472401434000.0,39.793585076999996,-105.01825064
57c3101ae541cd77a076fa20,3410,476315.0,0.0,-127.0,1472401434000.0,39.7776897533,-105.00242432600001
57c3101ae541cd77a076fa20,3538,476315.0,0.5,-131.5,1472401434000.0,39.8216715273,-105.023146494
57c3101ae541cd77a076fa20,3548,476315.0,1.0,-132.0,1472401434000.0,39.7448482036,-105.01004810200001
57c3101ae541cd77a076fa20,3556,476315.0,1.0,-108.333333333,1472401434000.0,39.7806581352,-105.05367626799999
57c3101ae541cd77a076fa20,3558,476315.0,1.0,-128.66666666700002,1472401434000.0,39.8100546588,-105.010413445
57c3101ae541cd77a076fa20,3562,476315.0,1.5,-122.5,1472401434000.0,39.7977059038,-105.06023374899999
57c3101ae541cd77a076fa20,3576,476315.0,0.5,-137.0,1472401434000.0,39.8490078949,-105.01559880100001
57c3101ae541cd77a076fa20,3579,476315.0,1.0,-112.666666667,1472401434000.0,39.7550193847,-105.043314763
57c3101ae541cd77a076fa20,4058,476315.0,1.0,-109.666666667,1472401434000.0,39.7832105294,-105.088746775
57c3101ae541cd77a076fa20,4157,476315.0,1.0,-119.0,1472401434000.0,39.8054198019,-105.040942297
57c3101ae541cd77a076fa20,4993,476315.0,1.0,-109.0,1472401434000.0,64.3,-68.5
57c3101ae541cd77a076fa20,7456,476315.0,1.5,-125.0,1472401434000.0,39.7821125865,-105.072700822
57c3101ae541cd77a076fa20,8352,476315.0,1.0,-124.0,1472401434000.0,39.7616334244,-105.025752947
57c3101ae541cd77a076fa20,8355,476315.0,1.5,-126.0,1472401434000.0,64.3,-68.5
57c3101ae541cd77a076fa20,8446,476315.0,1.0,-125.0,1472401434000.0,39.8056964255,-105.056208144
57c3101ae541cd77a076fa20,8475,476315.0,1.5,-136.5,1472401434000.0,39.811782105,-105.02632891100001
57c3101ae541cd77a076fa20,9899,476315.0,1.5,-124.5,1472401434000.0,39.7914022708,-105.02660482
57c3101ae541cd77a076fa20,10151,476315.0,1.0,-121.0,1472401434000.0,64.3,-68.5
57c3101ae541cd77a076fa20,10162,476315.0,1.0,-116.0,1472401434000.0,64.3,-68.5
57c3101ae541cd77a076fa20,11007,476315.0,1.0,-120.0,1472401434000.0,64.3,-68.5
57c317f8cf554f465a3a6c6b,1086,476600.0,1.0,-140.66666666700002,1472403448000.0,39.9739948915,-104.891716745
57c317f8cf554f465a3a6c6b,1594,476600.0,1.0,-125.0,1472403448000.0,64.3,-68.5
57c317f8cf554f465a3a6c6b,1661,476600.0,0.0,-132.0,1472403448000.0,64.3,-68.5
57c317f8cf554f465a3a6c6b,1859,476600.0,1.0,-121.0,1472403448000.0,39.7048869498,-105.01639226700001
57c317f8cf554f465a3a6c6b,1872,476600.0,2.0,-127.0,1472403448000.0,39.823856259,-105.239120142
57c317f8cf554f465a3a6c6b,1878,476600.0,1.0,-119.333333333,1472403448000.0,39.803794978,-105.07208998899999
57c317f8cf554f465a3a6c6b,1988,476600.0,0.0,-137.0,1472403448000.0,39.926397002600005,-105.084103021
57c317f8cf554f465a3a6c6b,2189,476600.0,1.0,-128.0,1472403448000.0,39.8176539435,-105.050983775
57c317f8cf554f465a3a6c6b,2617,476600.0,1.0,-128.66666666700002,1472403448000.0,39.7799081609,-105.06247933799999
57c317f8cf554f465a3a6c6b,2731,476600.0,1.0,-109.0,1472403448000.0,39.7814639251,-105.040763432
57c317f8cf554f465a3a6c6b,2999,476600.0,0.5,-107.5,1472403448000.0,39.793585076999996,-105.01825064
57c317f8cf554f465a3a6c6b,3357,476600.0,0.5,-131.0,1472403448000.0,39.8534180447,-104.985877334
57c317f8cf554f465a3a6c6b,3386,476600.0,2.0,-134.0,1472403448000.0,39.8105085102,-105.151310853
57c317f8cf554f465a3a6c6b,3410,476600.0,1.0,-128.0,1472403448000.0,39.7776897533,-105.00242432600001
57c317f8cf554f465a3a6c6b,3412,476600.0,1.5,-127.5,1472403448000.0,39.8241946127,-104.998428692
57c317f8cf554f465a3a6c6b,3414,476600.0,1.0,-126.0,1472403448000.0,39.747448451,-105.056730649
57c317f8cf554f465a3a6c6b,3500,476600.0,1.0,-130.66666666700002,1472403448000.0,39.7764668653,-105.099747171
57c317f8cf554f465a3a6c6b,3529,476600.0,1.0,-126.0,1472403448000.0,39.7553902903,-105.05640614100001
57c317f8cf554f465a3a6c6b,3548,476600.0,1.0,-123.5,1472403448000.0,39.7448482036,-105.01004810200001
57c317f8cf554f465a3a6c6b,3556,476600.0,1.0,-115.666666667,1472403448000.0,39.7806581352,-105.05367626799999
57c317f8cf554f465a3a6c6b,3558,476600.0,1.0,-127.333333333,1472403448000.0,39.8100546588,-105.010413445
57c317f8cf554f465a3a6c6b,3559,476600.0,1.0,-127.666666667,1472403448000.0,39.800078838699996,-104.999947283
57c317f8cf554f465a3a6c6b,3562,476600.0,1.0,-124.0,1472403448000.0,39.7977059038,-105.06023374899999
57c317f8cf554f465a3a6c6b,3563,476600.0,0.0,-138.0,1472403448000.0,39.8167547068,-105.17152169
57c317f8cf554f465a3a6c6b,3565,476600.0,0.5,-130.5,1472403448000.0,39.9040824664,-105.07782543
57c317f8cf554f465a3a6c6b,3569,476600.0,0.0,-136.0,1472403448000.0,39.8887249889,-105.080291033
57c317f8cf554f465a3a6c6b,3578,476600.0,1.0,-134.0,1472403448000.0,39.7286509462,-105.163031574
57c317f8cf554f465a3a6c6b,3579,476600.0,0.5,-116.5,1472403448000.0,39.7550193847,-105.043314763
57c317f8cf554f465a3a6c6b,3581,476600.0,1.0,-128.0,1472403448000.0,39.7181196801,-105.066747888
57c317f8cf554f465a3a6c6b,3846,476600.0,0.5,-125.0,1472403448000.0,39.7537185228,-104.998667795
57c317f8cf554f465a3a6c6b,4058,476600.0,1.0,-112.0,1472403448000.0,39.7832105294,-105.088746775
57c317f8cf554f465a3a6c6b,4059,476600.0,0.5,-120.0,1472403448000.0,39.7567635889,-105.02487017899999
57c317f8cf554f465a3a6c6b,4078,476600.0,1.0,-140.0,1472403448000.0,39.7163169164,-105.13254993299999
57c317f8cf554f465a3a6c6b,4157,476600.0,0.5,-130.0,1472403448000.0,39.8054198019,-105.040942297
57c317f8cf554f465a3a6c6b,4993,476600.0,1.0,-120.666666667,1472403448000.0,64.3,-68.5
57c317f8cf554f465a3a6c6b,7456,476600.0,1.0,-121.0,1472403448000.0,39.7821125865,-105.072700822
57c317f8cf554f465a3a6c6b,8352,476600.0,1.0,-111.0,1472403448000.0,39.7616334244,-105.025752947
57c317f8cf554f465a3a6c6b,8355,476600.0,2.0,-128.0,1472403448000.0,64.3,-68.5
57c317f8cf554f465a3a6c6b,8397,476600.0,1.0,-120.0,1472403448000.0,39.759395513200005,-105.00141507
57c317f8cf554f465a3a6c6b,8426,476600.0,1.5,-135.0,1472403448000.0,39.8048890313,-104.97086416799999
57c317f8cf554f465a3a6c6b,8446,476600.0,1.0,-117.666666667,1472403448000.0,39.8056964255,-105.056208144
57c317f8cf554f465a3a6c6b,8474,476600.0,2.0,-134.0,1472403448000.0,39.7320448643,-104.973650831
57c317f8cf554f465a3a6c6b,8509,476600.0,1.0,-132.66666666700002,1472403448000.0,39.8127198926,-105.06903626
57c317f8cf554f465a3a6c6b,9899,476600.0,2.0,-128.0,1472403448000.0,39.7914022708,-105.02660482
57c317f8cf554f465a3a6c6b,10151,476600.0,1.0,-108.0,1472403448000.0,64.3,-68.5
57c317f8cf554f465a3a6c6b,10162,476600.0,0.5,-127.0,1472403448000.0,64.3,-68.5
57c317f8cf554f465a3a6c6b,11007,476600.0,1.0,-101.333333333,1472403448000.0,64.3,-68.5
57c31a70cf554f465a3bfa1c,1594,476600.0,0.0,-131.0,1472404080000.0,64.3,-68.5
57c31a70cf554f465a3bfa1c,9899,476600.0,1.0,-124.0,1472404080000.0,39.7914022708,-105.02660482
57c31a70cf554f465a3bfa1c,10151,476600.0,1.0,-123.5,1472404080000.0,64.3,-68.5
57c31a70cf554f465a3bfa1c,11007,476600.0,1.0,-126.666666667,1472404080000.0,64.3,-68.5
